decision,Gold_benefits,Platinum_upgrade,Platinum_upgrade_merit,age,female,income,group
0.0,0,1,0,44.25,0,300000000,1.0
0.0,0,1,0,46.583332,0,60000000,1.0
0.0,1,0,0,47.083332,1,60000000,0.0
0.0,0,0,1,62.416668,0,1000000000,2.0
0.0,0,0,1,53.25,0,60000000,2.0
0.0,0,0,1,58.416668,0,600000000,2.0
1.0,1,0,0,55.75,0,180000000,0.0
0.0,1,0,0,38.583332,0,195000000,0.0
0.0,0,1,0,45.333332,0,600000000,1.0
0.0,0,0,1,48.333332,0,60000000,2.0
0.0,0,0,1,51.833332,1,377000000,2.0
0.0,1,0,0,56.333332,1,500000000,0.0
0.0,0,0,1,40.833332,0,60000000,2.0
0.0,0,0,1,49.166668,0,60000000,2.0
1.0,0,0,1,44.0,0,60000000,2.0
1.0,0,0,1,53.916668,0,600000000,2.0
0.0,0,0,1,31.083334,0,180000000,2.0
0.0,0,0,1,38.333332,0,60000000,2.0
0.0,1,0,0,45.166668,0,390000000,0.0
0.0,1,0,0,56.25,0,300000000,0.0
1.0,0,0,1,58.916668,0,60000000,2.0
1.0,1,0,0,50.5,1,60000000,0.0
0.0,0,1,0,42.916668,0,25000000,1.0
0.0,0,0,1,31.5,0,60000000,2.0
0.0,1,0,0,43.833332,0,622000000,0.0
0.0,1,0,0,37.416668,0,25000000,0.0
0.0,0,1,0,52.25,0,60000000,1.0
0.0,0,0,1,66.416664,0,60000000,2.0
0.0,0,0,1,56.0,0,368000000,2.0
0.0,1,0,0,40.25,0,60000000,0.0
0.0,0,1,0,37.166668,0,60000000,1.0
0.0,0,0,1,50.416668,0,580000000,2.0
0.0,0,1,0,51.666668,0,60000000,1.0
0.0,1,0,0,66.083336,1,300000000,0.0
1.0,0,0,1,28.583334,0,350000000,2.0
0.0,1,0,0,49.25,0,180000000,0.0
0.0,0,0,1,46.583332,0,60000000,2.0
0.0,0,1,0,41.0,0,60000000,1.0
0.0,0,1,0,56.25,0,487000000,1.0
0.0,0,1,0,50.083332,1,60000000,1.0
0.0,0,1,0,47.166668,0,60000000,1.0
1.0,1,0,0,39.0,0,60000000,0.0
0.0,1,0,0,47.333332,1,60000000,0.0
0.0,1,0,0,59.083332,0,60000000,0.0
0.0,0,1,0,41.166668,0,25000000,1.0
1.0,1,0,0,41.583332,0,60000000,0.0
0.0,0,0,1,58.166668,0,60000000,2.0
0.0,0,0,1,60.583332,0,276000000,2.0
0.0,0,0,1,59.25,0,60000000,2.0
0.0,0,1,0,41.833332,0,360000000,1.0
0.0,0,0,1,50.583332,0,60000000,2.0
0.0,1,0,0,47.583332,0,60000000,0.0
0.0,0,1,0,43.666668,0,180000000,1.0
0.0,0,1,0,47.416668,0,531000000,1.0
1.0,0,1,0,57.0,0,60000000,1.0
0.0,0,1,0,56.333332,0,300000000,1.0
1.0,0,0,1,50.333332,0,60000000,2.0
1.0,0,0,1,40.666668,1,60000000,2.0
0.0,0,0,1,42.916668,0,65000000,2.0
0.0,0,1,0,39.333332,0,180000000,1.0
0.0,1,0,0,62.833332,0,2000000000,0.0
0.0,0,1,0,50.333332,0,200000000,1.0
0.0,0,0,1,35.583332,0,60000000,2.0
0.0,0,1,0,61.583332,1,900000000,1.0
0.0,1,0,0,40.083332,0,600000000,0.0
0.0,0,1,0,59.0,0,60000000,1.0
1.0,0,0,1,35.25,0,646000000,2.0
0.0,1,0,0,58.416668,1,178000000,0.0
1.0,0,1,0,47.416668,0,246000000,1.0
0.0,1,0,0,41.0,0,340000000,0.0
0.0,0,1,0,58.0,1,60000000,1.0
0.0,0,0,1,46.166668,0,12000000000,2.0
0.0,0,0,1,75.166664,0,180000000,2.0
0.0,0,0,1,38.0,0,60000000,2.0
0.0,0,0,1,34.0,1,564000000,2.0
0.0,0,0,1,37.416668,0,400000000,2.0
0.0,0,1,0,54.916668,0,390000000,1.0
0.0,1,0,0,51.583332,0,60000000,0.0
0.0,1,0,0,48.833332,0,325000000,0.0
0.0,1,0,0,55.666668,0,60000000,0.0
0.0,0,1,0,64.083336,0,500000000,1.0
0.0,0,0,1,35.916668,0,381000000,2.0
0.0,0,0,1,47.75,0,288000000,2.0
0.0,0,1,0,47.083332,1,60000000,1.0
0.0,0,1,0,44.333332,0,60000000,1.0
0.0,1,0,0,47.083332,0,60000000,0.0
0.0,0,1,0,49.25,1,40000000,1.0
0.0,1,0,0,50.5,1,60000000,0.0
1.0,1,0,0,32.416668,0,60000000,0.0
0.0,0,0,1,48.75,1,60000000,2.0
0.0,0,1,0,47.916668,1,60000000,1.0
0.0,1,0,0,52.583332,0,640000000,0.0
1.0,1,0,0,42.0,0,60000000,0.0
0.0,0,1,0,50.833332,0,1000000000,1.0
1.0,0,0,1,39.666668,0,60000000,2.0
0.0,0,1,0,42.083332,0,60000000,1.0
0.0,0,0,1,36.583332,1,350000000,2.0
0.0,1,0,0,57.583332,1,60000000,0.0
1.0,0,0,1,42.083332,0,60000000,2.0
0.0,0,0,1,53.0,0,60000000,2.0
0.0,0,1,0,44.833332,0,60000000,1.0
1.0,1,0,0,48.5,1,500000000,0.0
0.0,0,1,0,48.583332,0,60000000,1.0
0.0,0,0,1,38.416668,0,180000000,2.0
0.0,0,1,0,57.666668,0,60000000,1.0
0.0,1,0,0,49.666668,0,335000000,0.0
1.0,0,1,0,41.083332,1,60000000,1.0
0.0,0,0,1,52.583332,0,60000000,2.0
0.0,0,0,1,64.916664,1,60000000,2.0
0.0,0,1,0,52.666668,0,60000000,1.0
1.0,0,0,1,38.0,0,500000000,2.0
0.0,0,0,1,62.916668,0,60000000,2.0
0.0,1,0,0,58.833332,0,440000000,0.0
0.0,0,0,1,45.25,1,60000000,2.0
0.0,1,0,0,41.666668,1,300000000,0.0
1.0,0,0,1,64.916664,0,60000000,2.0
0.0,1,0,0,37.666668,0,178000000,0.0
0.0,0,1,0,47.0,0,60000000,1.0
0.0,0,1,0,27.25,0,180000000,1.0
0.0,0,1,0,41.083332,1,60000000,1.0
0.0,0,1,0,53.25,0,60000000,1.0
0.0,0,0,1,39.666668,1,312000000,2.0
0.0,1,0,0,47.666668,0,65000000,0.0
1.0,0,1,0,39.0,0,60000000,1.0
0.0,0,0,1,28.833334,0,1000000000,2.0
0.0,1,0,0,33.583332,0,300000000,0.0
1.0,0,0,1,28.75,0,766000000,2.0
0.0,1,0,0,42.0,0,60000000,0.0
0.0,0,1,0,58.333332,0,1000000000,1.0
1.0,0,0,1,53.166668,0,60000000,2.0
0.0,0,1,0,51.75,0,60000000,1.0
0.0,1,0,0,42.916668,0,200000000,0.0
0.0,1,0,0,47.666668,0,204000000,0.0
1.0,0,1,0,43.166668,0,60000000,1.0
0.0,0,0,1,55.083332,0,240000000,2.0
0.0,0,1,0,40.666668,0,600000000,1.0
0.0,0,1,0,24.25,0,60000000,1.0
0.0,0,1,0,43.25,0,60000000,1.0
0.0,1,0,0,46.166668,0,60000000,0.0
0.0,0,0,1,42.416668,1,25000000,2.0
1.0,0,0,1,35.916668,0,243000000,2.0
0.0,1,0,0,38.0,0,600000000,0.0
0.0,0,1,0,57.166668,0,60000000,1.0
0.0,1,0,0,43.25,0,65000000,0.0
0.0,1,0,0,45.75,0,60000000,0.0
0.0,0,0,1,50.166668,0,60000000,2.0
0.0,0,1,0,53.666668,0,391000000,1.0
0.0,0,0,1,46.0,0,266000000,2.0
0.0,0,1,0,54.916668,0,400000000,1.0
0.0,1,0,0,49.583332,1,500000000,0.0
0.0,0,0,1,33.666668,0,60000000,2.0
1.0,0,1,0,45.666668,0,500000000,1.0
0.0,0,1,0,43.416668,0,350000000,1.0
0.0,0,0,1,55.333332,0,120000000,2.0
0.0,1,0,0,60.833332,0,180000000,0.0
0.0,0,0,1,28.916666,0,65000000,2.0
0.0,0,0,1,48.25,0,60000000,2.0
0.0,0,1,0,57.0,0,432000000,1.0
0.0,1,0,0,40.333332,1,600000000,0.0
0.0,1,0,0,46.666668,0,390000000,0.0
0.0,0,0,1,46.916668,0,60000000,2.0
0.0,1,0,0,50.75,0,300000000,0.0
1.0,0,0,1,56.083332,0,60000000,2.0
0.0,1,0,0,49.166668,1,25000000,0.0
0.0,0,1,0,49.416668,0,65000000,1.0
0.0,0,0,1,58.583332,0,60000000,2.0
0.0,0,1,0,48.75,1,180000000,1.0
0.0,1,0,0,42.416668,0,300000000,0.0
0.0,1,0,0,49.166668,0,60000000,0.0
0.0,0,1,0,49.75,1,500000000,1.0
0.0,1,0,0,38.416668,1,60000000,0.0
0.0,0,0,1,46.083332,0,60000000,2.0
0.0,0,1,0,43.083332,0,750000000,1.0
0.0,0,1,0,51.916668,0,25000000,1.0
0.0,1,0,0,47.833332,0,300000000,0.0
0.0,0,0,1,46.75,0,560000000,2.0
0.0,0,1,0,38.25,1,60000000,1.0
0.0,0,1,0,53.666668,1,25000000,1.0
0.0,0,0,1,45.416668,0,331000000,2.0
0.0,0,0,1,40.833332,0,300000000,2.0
0.0,0,0,1,39.083332,0,60000000,2.0
0.0,0,0,1,53.166668,0,300000000,2.0
0.0,0,1,0,37.5,1,60000000,1.0
0.0,1,0,0,49.166668,0,408000000,0.0
0.0,0,1,0,50.166668,0,60000000,1.0
0.0,1,0,0,45.333332,0,488000000,0.0
0.0,0,1,0,44.0,0,60000000,1.0
1.0,0,1,0,31.0,0,60000000,1.0
0.0,0,0,1,50.666668,0,60000000,2.0
0.0,0,0,1,50.583332,1,419000000,2.0
0.0,0,1,0,55.083332,0,320000000,1.0
0.0,0,0,1,30.0,0,146000000,2.0
0.0,1,0,0,44.5,0,60000000,0.0
0.0,1,0,0,48.083332,1,60000000,0.0
0.0,1,0,0,52.083332,0,60000000,0.0
1.0,0,0,1,27.0,0,60000000,2.0
0.0,1,0,0,52.666668,1,60000000,0.0
0.0,0,0,1,35.416668,1,60000000,2.0
0.0,1,0,0,39.166668,1,60000000,0.0
0.0,1,0,0,42.583332,1,60000000,0.0
1.0,0,1,0,44.416668,0,60000000,1.0
1.0,1,0,0,46.166668,0,1000000000,0.0
1.0,0,0,1,46.583332,0,60000000,2.0
0.0,0,1,0,60.416668,0,60000000,1.0
0.0,0,0,1,50.583332,0,600000000,2.0
1.0,1,0,0,47.5,0,60000000,0.0
1.0,0,1,0,40.833332,0,348000000,1.0
0.0,0,1,0,40.166668,0,60000000,1.0
1.0,0,1,0,41.416668,1,60000000,1.0
0.0,1,0,0,43.166668,0,60000000,0.0
1.0,0,1,0,39.166668,0,60000000,1.0
0.0,0,1,0,58.25,0,53000000,1.0
0.0,0,1,0,44.166668,0,60000000,1.0
1.0,0,1,0,48.083332,0,60000000,1.0
0.0,1,0,0,46.5,0,60000000,0.0
0.0,1,0,0,28.25,1,355000000,0.0
0.0,1,0,0,33.583332,0,60000000,0.0
0.0,0,0,1,48.5,0,234000000,2.0
0.0,0,0,1,40.083332,0,960000000,2.0
1.0,0,0,1,56.583332,0,60000000,2.0
1.0,1,0,0,46.833332,0,900000000,0.0
0.0,1,0,0,48.25,0,500000000,0.0
0.0,0,0,1,40.916668,0,25000000,2.0
0.0,1,0,0,39.25,0,60000000,0.0
0.0,0,1,0,49.916668,1,60000000,1.0
0.0,1,0,0,64.916664,0,60000000,0.0
0.0,1,0,0,51.083332,1,1000000000,0.0
1.0,0,0,1,45.916668,0,60000000,2.0
1.0,0,1,0,29.666666,0,60000000,1.0
0.0,0,1,0,43.5,0,60000000,1.0
1.0,0,0,1,53.75,0,60000000,2.0
0.0,1,0,0,26.166666,0,60000000,0.0
0.0,1,0,0,46.083332,0,406000000,0.0
1.0,0,0,1,41.333332,0,60000000,2.0
0.0,0,0,1,41.5,0,60000000,2.0
1.0,0,1,0,41.25,0,60000000,1.0
0.0,1,0,0,60.666668,1,150000000,0.0
0.0,1,0,0,52.75,1,1000000000,0.0
0.0,0,1,0,44.916668,1,60000000,1.0
0.0,0,0,1,49.75,0,60000000,2.0
1.0,0,0,1,45.833332,0,60000000,2.0
0.0,0,0,1,54.666668,0,60000000,2.0
0.0,1,0,0,49.333332,0,60000000,0.0
0.0,0,1,0,56.916668,0,60000000,1.0
1.0,0,1,0,51.583332,0,500000000,1.0
0.0,1,0,0,47.25,1,65000000,0.0
0.0,0,0,1,36.75,1,134000000,2.0
0.0,1,0,0,59.166668,0,60000000,0.0
1.0,1,0,0,43.0,0,1000000000,0.0
0.0,0,0,1,32.0,0,180000000,2.0
0.0,0,1,0,35.833332,1,192000000,1.0
0.0,0,1,0,35.916668,0,60000000,1.0
0.0,0,1,0,46.25,1,60000000,1.0
0.0,0,0,1,64.166664,0,60000000,2.0
1.0,0,0,1,38.083332,0,60000000,2.0
1.0,0,0,1,49.25,0,60000000,2.0
0.0,0,1,0,56.833332,0,180000000,1.0
0.0,0,0,1,62.833332,1,60000000,2.0
1.0,0,0,1,40.166668,0,60000000,2.0
0.0,1,0,0,34.833332,0,60000000,0.0
0.0,1,0,0,33.25,1,400000000,0.0
0.0,0,1,0,63.0,1,700000000,1.0
0.0,1,0,0,56.833332,0,514000000,0.0
0.0,0,0,1,42.833332,1,461000000,2.0
1.0,1,0,0,64.5,0,500000000,0.0
0.0,0,0,1,59.5,0,60000000,2.0
1.0,0,1,0,58.666668,0,65000000,1.0
0.0,0,1,0,50.416668,0,60000000,1.0
0.0,1,0,0,49.25,0,60000000,0.0
0.0,1,0,0,43.916668,1,60000000,0.0
0.0,0,0,1,36.0,0,60000000,2.0
0.0,0,1,0,44.333332,1,60000000,1.0
0.0,1,0,0,57.583332,0,60000000,0.0
0.0,1,0,0,38.333332,1,60000000,0.0
1.0,0,0,1,42.25,0,60000000,2.0
0.0,0,0,1,37.0,1,500000000,2.0
1.0,0,0,1,31.333334,0,60000000,2.0
0.0,1,0,0,53.25,0,60000000,0.0
0.0,0,0,1,60.583332,0,25000000,2.0
0.0,1,0,0,51.5,0,60000000,0.0
0.0,0,1,0,54.666668,1,60000000,1.0
0.0,0,0,1,57.416668,0,520000000,2.0
0.0,1,0,0,51.083332,0,300000000,0.0
0.0,0,1,0,53.083332,0,60000000,1.0
0.0,0,0,1,46.25,0,60000000,2.0
0.0,1,0,0,59.75,0,60000000,0.0
0.0,0,1,0,55.583332,0,60000000,1.0
0.0,1,0,0,54.333332,0,600000000,0.0
0.0,1,0,0,62.75,0,60000000,0.0
1.0,0,1,0,64.916664,1,60000000,1.0
1.0,0,1,0,27.333334,0,600000000,1.0
0.0,0,0,1,46.0,0,60000000,2.0
0.0,1,0,0,51.916668,0,282000000,0.0
0.0,1,0,0,53.333332,0,25000000,0.0
0.0,0,1,0,39.0,0,60000000,1.0
0.0,1,0,0,39.0,1,60000000,0.0
0.0,1,0,0,48.0,0,622000000,0.0
1.0,1,0,0,53.083332,0,150000000,0.0
1.0,0,0,1,37.083332,0,25000000,2.0
0.0,1,0,0,53.666668,1,60000000,0.0
1.0,0,1,0,53.083332,0,60000000,1.0
1.0,0,1,0,42.166668,0,60000000,1.0
0.0,1,0,0,61.333332,1,60000000,0.0
1.0,0,0,1,44.5,0,1000000000,2.0
0.0,0,0,1,41.833332,0,60000000,2.0
0.0,0,0,1,47.75,0,650000000,2.0
0.0,1,0,0,44.0,0,60000000,0.0
0.0,1,0,0,50.75,0,60000000,0.0
0.0,0,1,0,40.833332,1,60000000,1.0
0.0,0,1,0,41.666668,1,60000000,1.0
1.0,0,0,1,49.5,1,60000000,2.0
0.0,0,0,1,42.416668,0,25000000,2.0
1.0,0,1,0,51.333332,1,1000000000,1.0
0.0,1,0,0,55.833332,0,60000000,0.0
0.0,1,0,0,43.0,1,60000000,0.0
0.0,1,0,0,31.916666,0,60000000,0.0
0.0,0,0,1,48.583332,0,60000000,2.0
0.0,1,0,0,45.083332,0,60000000,0.0
0.0,0,1,0,51.75,0,1000000000,1.0
0.0,0,0,1,42.583332,0,60000000,2.0
1.0,1,0,0,59.75,1,1000000000,0.0
1.0,0,1,0,50.083332,0,1000000000,1.0
0.0,1,0,0,43.666668,1,325000000,0.0
1.0,0,0,1,55.25,0,1000000000,2.0
0.0,1,0,0,47.916668,0,25000000,0.0
0.0,0,0,1,39.416668,0,60000000,2.0
1.0,0,0,1,36.25,1,600000000,2.0
0.0,0,0,1,54.166668,0,60000000,2.0
0.0,1,0,0,33.5,0,60000000,0.0
0.0,0,0,1,62.0,1,1000000000,2.0
0.0,0,1,0,51.833332,1,60000000,1.0
1.0,0,1,0,28.833334,1,8492000256,1.0
0.0,1,0,0,56.25,0,60000000,0.0
0.0,1,0,0,51.25,0,221000000,0.0
0.0,0,1,0,51.083332,0,60000000,1.0
0.0,1,0,0,44.25,1,60000000,0.0
0.0,1,0,0,50.583332,0,300000000,0.0
0.0,0,1,0,55.416668,0,60000000,1.0
0.0,0,0,1,46.833332,0,540000000,2.0
0.0,1,0,0,27.166666,0,1000000000,0.0
1.0,0,0,1,43.916668,0,25000000,2.0
0.0,0,0,1,50.0,0,213000000,2.0
0.0,0,0,1,40.416668,0,60000000,2.0
0.0,0,1,0,54.25,0,4800000000,1.0
0.0,0,0,1,46.416668,0,300000000,2.0
0.0,1,0,0,45.833332,0,25000000,0.0
0.0,1,0,0,57.416668,1,60000000,0.0
0.0,0,1,0,37.583332,1,1000000000,1.0
0.0,0,0,1,38.25,0,60000000,2.0
0.0,1,0,0,43.5,0,60000000,0.0
0.0,0,0,1,42.0,0,150000000,2.0
0.0,0,0,1,54.916668,0,1000000000,2.0
0.0,0,1,0,44.083332,0,353000000,1.0
1.0,0,1,0,48.666668,1,60000000,1.0
0.0,1,0,0,62.5,1,60000000,0.0
0.0,1,0,0,44.0,1,360000000,0.0
0.0,0,1,0,48.166668,0,60000000,1.0
0.0,0,0,1,44.75,1,60000000,2.0
0.0,1,0,0,45.5,1,60000000,0.0
0.0,0,0,1,60.0,0,384000000,2.0
1.0,0,1,0,52.25,0,360000000,1.0
1.0,1,0,0,36.416668,0,3000000000,0.0
0.0,0,0,1,45.166668,1,420000000,2.0
0.0,0,1,0,43.25,0,60000000,1.0
0.0,1,0,0,48.25,0,60000000,0.0
0.0,0,0,1,36.916668,0,60000000,2.0
0.0,0,1,0,46.916668,0,60000000,1.0
1.0,0,1,0,55.166668,0,500000000,1.0
1.0,0,1,0,40.833332,0,60000000,1.0
0.0,1,0,0,34.666668,1,504000000,0.0
0.0,0,0,1,42.166668,0,60000000,2.0
1.0,1,0,0,43.083332,0,25000000,0.0
0.0,1,0,0,50.583332,0,60000000,0.0
1.0,0,0,1,52.833332,0,60000000,2.0
0.0,1,0,0,42.083332,0,25000000,0.0
0.0,1,0,0,34.583332,0,60000000,0.0
0.0,1,0,0,44.166668,0,60000000,0.0
0.0,1,0,0,45.166668,1,500000000,0.0
0.0,0,0,1,53.0,0,335000000,2.0
0.0,0,0,1,46.416668,0,60000000,2.0
0.0,0,0,1,23.75,0,60000000,2.0
0.0,0,0,1,39.25,0,195000000,2.0
0.0,0,1,0,54.5,0,60000000,1.0
0.0,1,0,0,50.583332,1,60000000,0.0
1.0,0,1,0,35.583332,1,383000000,1.0
0.0,0,1,0,37.333332,0,60000000,1.0
0.0,0,0,1,45.833332,0,300000000,2.0
0.0,0,0,1,62.833332,0,60000000,2.0
0.0,0,0,1,47.75,1,60000000,2.0
0.0,0,1,0,43.833332,1,65000000,1.0
0.0,0,1,0,36.583332,1,60000000,1.0
0.0,0,1,0,47.25,0,60000000,1.0
0.0,1,0,0,58.583332,0,60000000,0.0
0.0,0,1,0,49.583332,0,420000000,1.0
0.0,0,0,1,62.166668,0,60000000,2.0
0.0,1,0,0,37.583332,0,60000000,0.0
0.0,0,1,0,34.166668,0,60000000,1.0
0.0,1,0,0,44.583332,0,60000000,0.0
1.0,0,0,1,50.666668,0,60000000,2.0
0.0,1,0,0,62.416668,1,130000000,0.0
0.0,0,1,0,45.833332,0,60000000,1.0
0.0,0,1,0,49.916668,0,140000000,1.0
0.0,0,0,1,56.916668,0,60000000,2.0
0.0,0,0,1,41.25,0,1000000000,2.0
0.0,0,1,0,35.916668,0,60000000,1.0
0.0,0,0,1,42.0,0,276000000,2.0
0.0,1,0,0,47.833332,0,60000000,0.0
0.0,1,0,0,39.25,0,60000000,0.0
0.0,0,1,0,45.916668,1,480000000,1.0
0.0,0,0,1,40.333332,1,60000000,2.0
0.0,0,1,0,58.0,1,180000000,1.0
0.0,1,0,0,32.5,0,144000000,0.0
1.0,1,0,0,43.416668,1,1000000000,0.0
0.0,1,0,0,36.0,0,600000000,0.0
0.0,0,1,0,53.0,1,250000000,1.0
0.0,0,1,0,26.25,0,60000000,1.0
0.0,0,0,1,50.5,0,500000000,2.0
0.0,0,1,0,53.166668,1,180000000,1.0
0.0,0,0,1,56.333332,0,211000000,2.0
